"oil.price" "direct.tax" "interest.rate" "saving.ratio" "investment" "rec_dep" "rec_len"
"401" 0.02 -0.06 0.14 -0.03 0.07 5.83113070966544 5.22354048198915
"404" -0.16 -0.14 0.06 0.02 -0.07 3.96578517446108 4.06741418449474
"405" 0.07 -0.02 0.06 -0.08 7.09e-05 6.1092589886969 5.51467791284214
"406" -0.04 -0.08 -0.31 -0.03 -0.04 4.97044721008383 4.68476646311272
"407" 0.01 0.01 -0.06 -0.02 -0.08 5.46188686262271 5.32022146379062
"408" 0.01 0.03 -0.03 0.05 0.01 6.37118304134735 5.69693530352123
"409" -0.23 -0.01 -0.05 -0.13 0.17 3.30088060672875 3.77927573461469
"410" -0.05 -0.02 -0.09 0.01 -0.07 5.07617314614353 4.90876339728002
"412" 0.04 0.24 -0.07 -0.06 -0.12 6.31885135942835 6.88033917053195
"413" 0.18 0 -0.08 -0.1 -0.28 6.27980183028065 6.32262505736576
"414" 0.04 0.04 0.13 -0.06 0.02 6.20064019976359 5.73425236567078
"415" 0.09 0.04 0 -0.03 0.05 7.11073330765451 6.32346063912705
"416" 0.07 -0.06 0.01 -0.13 0.07 6.10368048453295 5.371532150496
"418" 0.09 0.13 0.06 -0.07 0.09 7.37371993252667 6.80647112186272
"419" 0.07 -0.06 -0.04 0.12 0.02 7.41516024917319 6.13721448008576
"420" -0.06 -0.09 -0.08 -0.03 0.18 5.40185153209632 4.78938923769426
"421" -0.05 0.1 0.02 0.04 0.11 6.2017027719853 5.64354180506786
"422" -0.13 -0.1 -0.09 -0.11 -0.19 3.28600459562486 3.82686441529554
"423" 0.12 0.07 -0.04 0.01 0.02 7.73951041984885 7.04523934771173
"424" 0.12 0.03 -0.21 -0.08 -0.08 6.67507869675518 6.24438952051409
"425" -0.03 0.05 0.05 -0.06 -0.08 4.96221227536559 5.02743304629808
"426" 0.01 0.12 -0.12 -0.16 -0.04 5.16171020999085 5.34744106955015
"428" 0.12 -0.01 0.07 -0.12 -0.02 6.57147790513887 5.97183671522092
"429" 0.12 0.14 0.13 -0.13 -0.02 7.05282312157154 7.0272314697257
"430" 0.07 -0.22 -0.1 0 -0.1 5.95359215821702 5.09322676221319
"431" 0.03 0.05 0.12 0.01 -0.11 5.97006202765345 5.64434006575857
"432" 0.1 -0.01 -0.14 0.13 -0.08 7.53788734078021 6.49201578057487
"433" -0.06 -0.07 -0.07 0.03 -0.06 5.03579540171872 4.76968491262515
"434" -0.08 -0.04 -0.04 0.05 -0.07 5.02729482394507 4.80048261077143
"435" 0.04 0.02 0.09 0.04 0.18 7.27888536173945 6.04279299110681
"437" 0.09 0.08 0.03 0.02 0.09 7.67203708377055 6.85929092066121
"438" -0.18 0.07 -0.06 0.08 -0.13 4.19503513129409 4.49968935830301
"440" -0.03 0.17 0.03 -0.13 0 5.21696396551954 5.49929590517574
"441" -0.1 -0.18 0.01 0.02 0.26 5.27753058215677 4.51764460221341
"442" -0.05 -0.15 0.02 -0.03 0.02 4.82939074765238 4.49834932821498
"443" 0.09 0.02 0.11 -0.1 0.16 7.09771679793861 6.14868960599038
"447" 0.17 -0.02 0.08 -0.03 0.1 7.93821142530782 6.80501779668374
"449" 0 -0.1 -0.11 0.01 0.15 6.03726972067634 5.14283609576427
"450" -0.01 0.14 0.03 0.17 0.01 7.24780512425454 6.63208168642952
"451" -0.01 -0.11 -0.01 -0.15 -0.04 4.65725404773607 4.47404544020196
"454" -0.07 -0.01 0.04 -0.01 -0.02 5.000464875347 4.82797266514807
"455" -0.09 0 -0.04 0.06 -0.07 5.01826296006058 4.85983319881625
"456" -0.09 -0.09 0.08 -0.09 0.06 4.48219527421005 4.33110773899848
"457" -0.16 0.08 -0.03 -0.08 0.07 4.18573762435417 4.40543410921321
"458" 0.1 -0.13 -0.01 0 -0.03 6.60787100373228 5.62957344936625
"459" -0.13 -0.07 0.21 -0.04 0 4.3116524326263 4.30152611705475
"460" 0.07 -0.04 -0.03 0.04 0.01 6.88121770776608 5.85663905674832
"461" -0.07 -0.09 0 0.12 -0.07 5.34526956129051 4.87175539679238
"463" 0.18 -0.09 -0.02 -0.19 -0.05 6.46840839963341 5.91117492876623
"464" -0.13 -0.09 0.18 -0.15 -0.2 3.18213816095313 3.78428764825216
"465" -0.13 0.08 -0.05 0.26 0.02 6.64160767177145 5.83433675077365
"466" 0.02 0.06 -0.06 0.15 0.07 7.53018369217284 6.46626058817931
"467" 0.1 -0.02 0 -0.08 -0.05 6.39641913161286 5.81976474753136
"468" 0 -0.04 -0.09 0.07 0.01 5.90790155268366 5.33286439023331
"469" 0 -0.02 0.12 -0.14 -0.04 4.97682264341404 4.88456597540834
"470" 0.04 0.05 0.08 0.05 -0.03 6.76805376615443 6.13736773714498
"471" -0.01 0.05 -0.04 0.1 -0.07 6.00804898457943 5.59739811596891
"472" 0 -0.03 -0.07 0.01 -0.09 5.41327418347967 5.16919736834778
"473" -0.02 0 -0.13 -0.1 -0.02 5.00099616145786 4.90569852941177
"474" 0.12 -0.01 0.11 0.05 -0.09 7.2826043645154 6.46701151668944
"476" 0 0.01 -0.09 0.07 -0.1 5.73788999721075 5.47266009534419
"477" 0.11 -0.28 0.1 -0.09 -0.01 6.0529426609465 5.11619881876701
"479" -0.1 -0.13 -0.11 -0.18 -0.04 3.81596249120057 3.98229636295349
"481" 0.08 -0.09 -0.09 -0.08 -0.02 5.9756405318174 5.32494874676788
"483" 0.14 0.08 0.13 -0.01 0 7.76554343928065 7.17452174842364
"484" -0.07 -0.21 0.16 0.14 0.04 5.58780167089482 4.68569643343712
"485" -0.1 0.08 -0.11 0.05 -0.07 5.03048254061019 5.08263318253162
"486" 0.1 0.04 0.16 -0.07 0.01 6.78505492170172 6.20646157613345
"487" 0.08 0.15 -0.09 -0.05 0.13 7.59128159492092 7.14385014137607
"488" -0.23 0.24 -0.1 -0.09 0.11 3.56307030243463 4.32424981444174
"489" -0.04 0.01 0.01 -0.18 0.1 4.82301531432216 4.75103771085402
"491" -0.24 0.04 -0.09 0.06 0.1 3.81064963009205 4.10170567235224
"492" 0.12 0 -0.07 0 0.14 7.88428588505625 6.6568113450795
"493" 0.07 0.09 0.15 -0.14 -0.04 6.02000292207362 5.9090659235885
"494" 0.14 -0.08 -0.27 0.01 -0.25 6.46070475102606 6.01755115754164
"495" -0.06 -0.17 0.05 -0.04 0.25 5.39281966821184 4.61909164446834
"496" -0.05 -0.01 -0.09 0.04 -0.08 5.20315052663737 5.02847836980124
"498" 0 0.03 0.07 -0.03 -0.06 5.34048798629282 5.224011346571
"500" -0.09 0.15 0.02 0.05 -0.12 5.06023456281795 5.36937908116286
"501" -0.09 -0.08 -0.03 -0.01 -0.1 4.45934997144338 4.43072050673001
"503" -0.13 0.06 -0.09 0.11 0.02 5.33251869463003 5.12347495024661
"505" -0.09 0.06 -0.14 0.07 0.13 5.79898789995883 5.30990822569681
"506" -0.14 -0.1 0.04 -0.17 -0.08 3.41829483722723 3.82730699942936
"507" 0.07 -0.09 -0.05 0.05 -0.02 6.74334896199976 5.68413574894058
"508" 0.15 -0.05 0.12 0.02 0.06 7.83381370452523 6.61778209429631
"510" 0.04 0.1 0.08 -0.1 0.15 6.64692053287998 6.12022113943029
"511" -0.03 -0.01 0.11 -0.02 0.03 5.38803809321416 5.08740935040889
"513" -0.1 0.05 0.05 -0.02 -0.02 4.74040032408453 4.74775442170572
"514" -0.01 -0.1 -0.04 0.05 -0.11 5.34155055851453 4.93236927625627
"515" 0.11 0.15 -0.11 -0.05 -0.17 6.78372670642459 7.04008348530584
"516" 0.01 0.12 0.09 -0.07 -0.02 5.78650267635379 5.68221516474792
"518" -0.02 0.05 0.21 0.02 -0.15 5.18057086692612 5.21176572818909
"519" -0.06 -0.18 -0.11 0.08 0.04 5.39786688626493 4.65894401294893
"520" -0.16 -0.11 -0.05 0.02 -0.08 3.94612758835952 4.09369940161915
"521" 0.06 0.1 -0.19 0.02 0.03 7.17953485900996 6.58665591150035
"522" 0.02 0.08 0.04 0.14 0.23 8.06598573496793 6.68634795465747
"523" -0.01 -0.17 0 -0.11 0.06 4.97443185591522 4.5289910796678
"526" -0.09 0.11 -0.06 0.16 0.18 6.8421681786184 6.02182154415165
"527" 0.08 0.1 -0.2 0.02 -0.1 6.87590484665755 6.54504486528351
"528" -0.01 0 -0.06 0 -0.1 5.265842287718 5.12417304541512
"529" -0.06 -0.08 0.2 -0.12 0.1 4.68355271022329 4.48577122359506
"530" -0.02 -0.14 0.01 0.12 0.05 5.98281289431392 5.10728194577118
"531" -0.04 -0.06 0.03 -0.01 0.09 5.37874058627423 4.89426558286437
"532" -0.01 0 0.09 0.11 0.06 6.54836695931678 5.64992323914805
"533" 0.04 0.03 -0.12 -0.13 0.13 6.08535111370852 5.51919750951228
"534" -0.08 0.07 0.1 -0.14 0 4.51168165336238 4.71890620405763
"535" -0.07 -0.04 -0.08 -0.14 0.21 4.9170529559431 4.65132695486487
"536" -0.03 0.07 0.08 0.09 -0.1 5.8600858027069 5.61396581234956
"537" -0.05 0.2 0.12 0.03 0.09 6.30185020388105 6.10650887573965
"538" 0.06 0.15 0.01 -0.1 -0.06 6.27661411361554 6.26311273022553
"539" 0.14 0.02 0.05 -0.02 0.01 7.64733227961589 6.79185475956821
"540" -0.07 0.2 -0.01 -0.07 0.04 5.28018701271103 5.57231640521765
"541" -0.03 -0.03 0.11 -0.2 -0.02 4.50238414642246 4.51078041768834
"542" -0.04 0.18 0.13 0.02 -0.01 5.8749618138108 5.88977453882943
"543" -0.13 0.17 0.18 0.05 -0.02 5.07856393364237 5.35195473253253
"545" 0 -0.12 0.01 0.03 -0.02 5.50678053898976 4.94800040439524
"546" 0.08 -0.05 0.12 0.13 -0.05 7.34556176865148 6.12998734516205
"547" 0.02 0.06 -0.07 0.06 0.05 6.79886836058389 5.98522261416722
"549" -0.04 0.07 0.05 0.11 -0.01 6.24234615946553 5.71063314993454
"550" -0.09 -0.02 0.17 -0.16 -0.06 4.05371302580722 4.31903973509934
"551" 0.07 0.09 -0.12 -0.15 -0.01 6.10793077341976 5.92307191216611
"552" -0.05 -0.06 -0.04 -0.07 0.01 4.85090783514194 4.64286931334129
"553" -0.14 -0.11 -0.11 0.1 -0.02 4.76191741157408 4.46007428040855
"554" -0.06 -0.06 0 -0.07 0.15 5.11283188779239 4.72809111396746
"555" 0.06 -0.1 0.04 0.01 0.08 6.52525601349467 5.5191284967556
"556" 0.09 -0.01 -0.05 0.18 -0.06 7.94671200308146 6.72797121182649
"557" -0.02 -0.12 -0.26 0.04 0.01 5.51767190426226 4.97985870281859
"559" -0.03 -0.12 0.11 -0.06 0.04 5.10140923640904 4.68466927337895
"561" 0.06 -0.06 -0.01 -0.03 0.02 6.2832551900012 5.50338494939553
"562" 0.08 0.01 -0.17 0 -0.04 6.77256969809667 6.0676147035149
"564" 0.14 -0.05 -0.06 -0.1 -0.07 6.54119459682026 5.94506079140009
"565" -0.11 0 0 0.11 -0.02 5.19704073636255 4.93527827648115
"566" 0.02 0 0.01 -0.08 0.11 6.02664399845928 5.4084338495827
"567" -0.12 0.1 -0.03 -0.07 -0.1 4.23886623543945 4.60580912863071
"569" -0.11 0.03 0.04 -0.02 0.08 4.80787366016284 4.71920128365127
"570" -0.01 -0.13 -0.04 -0.11 0.03 5.02516967950167 4.65910348644162
"572" 0.14 -0.09 0.02 0.07 0.04 7.9209446267051 6.49431630971994
"573" -0.07 -0.06 -0.07 -0.04 0.03 4.91439652538883 4.68572913958929
"575" 0.01 -0.03 0.03 -0.16 -0.08 4.81690552404735 4.7963963963964
"576" 0.06 0 -0.08 -0.02 -0.02 6.32549243581401 5.66146574187284
"577" -0.02 0.05 -0.21 0.08 0.03 6.3193826455392 5.67991955365378
"578" 0.16 0.17 0.04 -0.18 0.09 7.65583285738953 7.58917811520849
"579" -0.03 0.22 -0.01 0.04 -0.2 5.55061164313512 6.09051836415733
"580" 0.04 -0.17 0.03 0.14 -0.06 6.55899268153384 5.35468861846815
"581" 0.14 -0.27 0.07 0.02 0.14 7.47705508108756 5.72081147254285
"582" 0.17 0.11 -0.07 -0.18 0.04 7.41409767695148 7.20775061385716
"583" -0.08 -0.06 0.07 0.04 -0.13 4.72180531020468 4.59157825479069
"584" 0.08 -0.16 -0.02 0.1 -0.1 6.53827252321057 5.50057323886509
"585" -0.03 -0.04 0.09 0.04 -0.14 5.11123802945983 4.93411738920894
"586" 0.1 -0.06 0.1 0.23 -0.11 8.12336463494003 6.6604621309371
"588" 0.1 0.04 -0.09 0.11 0.18 8.58770869582543 7.2080022436197
"589" 0.04 0.03 0.01 0.13 -0.08 6.97366149105448 6.05041722515573
"590" -0.07 0.12 0.05 0.14 0.16 6.84083996334127 6.08163457022076
"591" 0.03 0.25 0.15 0 -0.19 6.1796543983849 6.99644842571977
"592" 0.04 0.13 -0.09 0.05 -0.04 6.92797088552113 6.518855940217
"593" 0.19 -0.05 -0.15 -0.04 -0.11 7.14739204930337 6.4736796461712
"595" 0.1 0.1 0.02 -0.03 -0.02 7.2252254645433 6.84085837702117
"597" 0.08 -0.07 0.03 0.01 -0.16 6.07153767482635 5.57768804573394
"598" -0.01 0.08 0.01 0.06 -0.05 5.99290733042011 5.69102765248539
"599" -0.01 0.06 0.03 0.09 -0.04 6.13794843868296 5.68229997186005
"600" -0.15 0.2 0.02 -0.3 -0.1 3.12263411653761 4.13313886863215
"601" 0.02 -0.16 0.14 -0.05 -0.1 5.14736548499782 4.74192506459949
"603" -0.04 -0.07 -0.11 -0.21 -0.01 4.34565474372087 4.3783868687662
"604" -0.15 0.12 0.03 0.1 0.14 5.42788455152812 5.15826102675344
"605" -0.16 0.09 -0.05 0.11 0.09 5.22519890023775 5.05496389891697
"606" -0.04 -0.06 0.13 -0.07 -0.02 4.86153355735899 4.68203485909668
"607" 0.05 0.14 0.12 -0.01 -0.15 6.31167899693182 6.25718120067757
"608" -0.04 0.05 -0.04 -0.02 -0.03 5.20713517246877 5.15228292425443
"609" -0.01 0.22 0.06 0.1 0.04 7.20131758955492 7.19655325383564
"611" -0.24 0.11 -0.01 0.11 0.12 4.19450384518323 4.43732369534556
"612" 0.11 0.01 0.11 0.03 0.13 7.98151124334234 6.73538697024778
"613" 0.1 -0.02 0.31 -0.14 0.06 6.53720995098886 5.8043535504257
"615" -0.02 -0.1 0.04 0.14 0.19 6.82065109112887 5.4354099742342
"616" 0.04 -0.09 0 0.02 -0.06 5.89780711657747 5.32146726512924
"619" -0.29 -0.22 0 -0.02 -0.02 1.94397587961058 3.05686482192506
"620" 0.02 -0.07 0.06 0.08 0.09 6.70270557451953 5.56987699923487
"621" 0.05 -0.06 -0.16 0.02 -0.01 6.36268246357371 5.53999981664443
"622" 0.02 0.07 0.01 -0.15 0.03 5.5019989639921 5.36303367806948
"624" 0.19 -0.09 0.09 -0.04 0.02 7.49432187969027 6.40702947845805
"625" -0.07 0.03 -0.03 -0.14 0.04 4.60651622414963 4.63008687700046
"626" 0.07 0.04 -0.05 -0.17 -0.11 5.56628458340528 5.58833198799454
"628" -0.07 0.13 0 -0.11 -0.01 4.81159266293882 5.04262724523917
"629" -0.04 0.04 0.15 -0.18 -0.04 4.53133923946394 4.67349397590362
"630" 0.05 -0.15 0.02 -0.18 -0.1 5.04642112393578 4.73234293302349
"631" 0 0.09 -0.05 -0.11 0.09 5.69591839445338 5.42779142779143
"632" 0.14 -0.01 -0.14 -0.14 -0.1 6.38340262189696 6.01954549705415
"633" 0 -0.04 -0.12 -0.09 0.22 5.79686275551543 5.14161169265573
"634" 0.08 0.06 0.01 0.03 0.19 7.88216074061285 6.74653428250281
"635" -0.1 -0.05 -0.01 0.01 -0.02 4.80681108794113 4.59586789508079
"636" -0.04 0.01 -0.14 -0.04 0.01 5.20607260024706 5.06161957327622
"637" -0.07 0.07 -0.12 -0.09 0.15 5.10964417112726 5.03000663198806
"638" -0.07 -0.02 -0.02 -0.05 0.06 4.99329251285049 4.77549384787296
"639" -0.11 0 0.02 0.03 -0.06 4.69550664771748 4.63702109341369
"640" 0.02 0.09 -0.09 -0.16 0.05 5.53148534314442 5.41068156834005
"641" -0.02 -0.19 -0.03 0.07 -0.11 5.20819774469047 4.66413881847823
"644" 0.1 0.09 -0.06 0.02 0.07 7.71135225597365 6.99306777030523
"645" 0 0.14 0.18 -0.12 -0.1 5.04801498226833 5.39077015283189
"646" 0.05 0.02 0.01 -0.13 0.01 5.93659100266972 5.53501516009228
"647" 0 -0.1 -0.12 0 -0.09 5.20793210163503 4.86281872022227
"648" 0 -0.01 -0.17 -0.03 -0.07 5.29479738075949 5.12019934919784
"649" 0.2 0.01 -0.09 0.01 -0.16 7.52991804911742 6.99042700005897
"651" 0.06 -0.12 0.04 0.06 0.06 6.75583418560481 5.56153192449846
"652" -0.01 0.02 0.06 0.03 0.1 6.23039222197134 5.49446829590489
"653" 0.01 -0.09 0.1 0.15 0.14 7.13357861042118 5.61248572516178
"654" 0.05 -0.23 -0.05 -0.07 0.22 6.30185020388105 5.02382481376831
"655" -0.06 -0.01 -0.04 -0.01 0.19 5.5665502264607 5.07108603605885
"656" 0.1 0.03 -0.02 -0.23 -0.09 5.71052876250184 5.57487418098946
"657" -0.2 -0.04 0.03 -0.14 0.1 3.2822855928489 3.72744766247548
"659" 0.12 -0.18 0 -0.1 -0.02 6.28378647611205 5.37576698454942
"662" -0.15 0.01 -0.04 0.09 -0.02 4.77838728101051 4.69402656813583
"663" -0.01 -0.04 0.02 -0.01 -0.02 5.37528722655368 5.06760295167818
"665" -0.02 -0.04 0.12 0.17 -0.02 6.34329052052757 5.50710043913588
"668" 0.19 0.02 -0.09 0.03 -0.09 7.97540145306752 7.15457204869303
"670" -0.04 -0.05 -0.01 -0.05 0.15 5.43213484041494 4.93843784423421
"671" 0.01 -0.05 -0.13 -0.13 0.03 5.16516356971138 4.93879756720154
"672" 0.14 0.15 -0.08 0 -0.2 7.2151310284371 7.49021153593483
"673" -0.02 -0.01 0.14 0 -0.07 5.23901233911994 5.05440931780366
"674" 0.16 -0.07 -0.02 -0.07 0.18 7.97168245029155 6.49365128522763
"675" 0.04 -0.04 0.33 0.11 -0.04 6.84694975361607 5.84985655633879
"676" 0.07 0.07 0.12 -0.01 -0.12 6.46601761213459 6.14428798095994
"677" -0.04 -0.11 0.11 0.08 0.03 5.61436597643746 5.00508741759817
"678" -0.09 -0.16 0.06 0.17 0.15 5.9304812123949 4.94781939714555
"679" -0.09 0.07 -0.06 -0.11 0.09 4.76855848795974 4.85365195377086
"680" -0.26 -0.03 0.15 0.01 0.19 3.55111636494044 3.85086607749422
"681" 0.12 -0.14 0.03 0 -0.07 6.62540344539044 5.68324803555294
"682" -0.12 0.16 -0.12 0.08 0.16 6.06117759566472 5.65164149460756
"683" -0.07 0.02 -0.18 0.15 0.02 6.15680909561823 5.49574410895081
"684" 0.11 0.08 0 0.02 0.04 7.81973462258764 7.04994652406418
"685" -0.04 -0.12 0.11 -0.07 0.05 5.01720038783887 4.62468615858104
"686" 0.02 0.11 0.02 -0.15 0.23 6.43174965798458 5.88443209714507
"687" 0.02 -0.06 -0.06 0.02 0.26 6.84376203695096 5.55629399467164
"688" -0.13 0.04 -0.23 0.05 0.15 5.24830984605986 4.98707047279808
"689" 0.1 0.01 -0.02 -0.07 -0.11 6.36055731913029 5.95421732522797
"690" 0.03 0.03 -0.01 0.03 -0.04 6.33053965386711 5.75961712118476
"691" -0.03 0.12 -0.04 0.08 -0.1 5.88479060686157 5.74362416107383
"693" 0.04 -0.1 -0.01 0.12 -0.15 6.21817264142173 5.48834772838682
"694" -0.05 -0.06 0.08 -0.03 0.12 5.28921887659553 4.83085817148049
"695" -0.13 -0.04 0.12 -0.08 0.17 4.5199165880806 4.37209121936085
"696" 0.09 -0.16 0.15 0.15 -0.05 7.25471184369563 5.83494684451087
"697" 0.04 -0.04 0.05 0.04 0.1 6.82569830918195 5.72550645450261
"698" -0.09 -0.04 0.05 0.3 -0.08 6.6009642842912 5.5592109925244
"699" -0.13 0 0.06 -0.17 -0.22 3.15318306791165 3.83752725120305
"700" -0.03 0.04 -0.05 0.02 0.13 6.12891657479846 5.44473659487768
"701" 0.01 -0.03 0.1 -0.18 -0.12 4.62697073941745 4.67048278310259
"702" 0 -0.04 -0.05 0.03 -0.06 5.50890568343318 5.16035820644221
"705" -0.05 -0.12 -0.01 -0.15 0.05 4.6676141268977 4.42479784366577
"706" 0.03 -0.03 -0.24 -0.13 0.01 5.50332717926923 5.15428505193418
"707" -0.13 -0.09 0.4 0.15 0.08 5.35589528350756 4.78454052329292
"708" -0.09 -0.01 -0.01 -0.09 0.08 4.6585822630132 4.55896465591109
"709" 0.08 -0.13 0.1 0.07 -0.08 6.6551554675982 5.63165127948164
"710" 0.01 0.15 0.06 0.06 0.1 7.22283467704446 6.67899478425795
"711" -0.01 0.09 0.02 0.01 0.14 6.4893942010121 5.81092843326886
"712" 0.08 -0.08 0.1 0.05 -0.17 6.19798376920933 5.63582376343926
"713" -0.11 -0.11 0.04 -0.03 -0.13 4.07974604523902 4.18802341955088
"714" 0.05 -0.05 0.14 0.03 0.02 6.44928209964272 5.54618801167892
"716" -0.14 -0.1 -0.03 0.19 -0.11 5.02384146422453 4.64494346733668
"717" 0.01 -0.07 -0.14 -0.01 -0.17 5.16914821554278 4.91827091685641
"718" 0.11 -0.11 0.1 0.15 -0.05 7.66592729349574 6.19402524839386
"719" -0.08 0.03 0.04 -0.05 0.08 5.07032899892416 4.93592862935929
"720" 0.08 0.03 0.06 0.08 0.02 7.57162400881936 6.64609876803201
"721" -0.02 0.18 -0.06 -0.14 -0.1 4.85940841291557 5.39658482368395
"722" -0.07 0.13 0.02 -0.01 -0.02 5.22971483218001 5.32203692143049
"723" 0.02 -0.16 -0.03 0.1 -0.1 5.78942474996348 5.10529011487525
"724" 0.13 -0.03 -0.07 0.07 -0.17 7.08788800488784 6.36464299350897
"725" -0.06 -0.1 0.08 -0.03 -0.06 4.71728937826244 4.51965304368211
"726" -0.26 0.11 -0.16 -0.06 -0.08 2.75259334032861 3.64456916382381
"727" 0.02 0.05 -0.11 0.03 -0.16 5.67865159585067 5.55525752041778
"728" 0.16 -0.05 -0.02 0.14 -0.14 7.88561410033338 6.8687949482547
"729" 0.13 -0.14 -0.02 -0.02 -0.25 6.10208662620039 5.59824393275138
"730" 0.06 0.17 0.15 -0.11 -0.02 6.40916999827333 6.43195243525379
"731" 0.04 0.08 0.04 -0.14 0.17 6.5717435481943 5.98200940952037
"732" 0.12 -0.16 -0.08 -0.01 -0.11 6.4359999468714 5.57221649157801
"733" 0.13 -0.08 0.02 0.07 -0.1 7.25311798536307 6.26287670089323
"734" -0.16 -0.03 0.17 0.1 -0.05 4.62883024080543 4.49915165225822
"735" -0.11 0.2 0.09 -0.14 0.21 4.94574240592916 5.1680544471828
"736" 0.06 -0.06 -0.02 -0.21 0 5.45949607512387 5.16946861644782
"737" -0.02 -0.07 0.06 0.11 -0.01 5.91826163184529 5.25837928209106
"738" -0.04 0.11 -0.05 0.04 0.04 6.02983171512439 5.7110127826942
"739" 0 0.11 -0.09 -0.2 0.13 5.37767801405252 5.28947604924958
"740" -0.05 0.11 0 -0.18 0.04 4.77679342267796 5.04202465446395
"741" -0.04 0.11 0.06 0.1 -0.06 5.94588850960965 5.75789367497226
"742" 0.11 0.06 0.02 0.05 -0.17 7.02546188686263 6.66003202928392
"743" -0.02 -0.05 0.2 -0.07 0.11 5.40450796265059 4.96022303434356
"744" -0.04 0.1 0.09 -0.18 0.04 4.86233048652526 5.05975578072227
"745" -0.06 -0.1 0.24 0.06 -0.19 4.74252546852795 4.61764241754774
"746" -0.05 -0.07 0.02 -0.06 -0.08 4.6545976171818 4.53731833483866
"747" 0.03 -0.02 -0.07 0.04 0.15 6.95347261884208 5.81395955549312
"748" 0.05 0.06 -0.06 0.11 -0.1 6.94311253968044 6.21828725277001
"749" 0.09 -0.04 -0.07 0.01 -0.03 6.88812442720716 5.94716018990681
"750" 0.12 0.08 -0.14 -0.04 -0.1 6.91947030774749 6.6270296900415
"751" -0.09 -0.03 -0.09 -0.04 0.07 4.90483337539349 4.67464458369711
"752" 0.06 -0.06 -0.06 -0.06 0.1 6.3374463733082 5.5329841967921
"753" 0.04 -0.03 0.01 0.24 0.16 8.53112672501959 6.59150707743547
"754" -0.06 0.05 0.12 0.05 0.08 5.87602438603249 5.3683530297595
"755" -0.03 0.09 0.14 -0.16 -0.12 4.58845249638062 4.93372011060659
"756" -0.05 -0.05 0 -0.07 0 4.82274967126672 4.64022836709189
"757" 0.12 0.09 0.17 0.13 -0.05 8.44373015978431 7.68827875179182
"758" 0.01 -0.07 -0.01 0 -0.04 5.60081818061072 5.18587762669963
"759" 0.06 0.02 0.16 -0.03 0.11 6.87457663138042 6.01421085353939
"760" 0.05 -0.19 0.01 0.04 -0.1 5.86141401798403 5.13689700130378
"761" -0.01 0.03 -0.04 0.11 0.11 6.80869715363468 5.7978878737623
"762" -0.16 0.07 -0.04 0 -0.05 4.20433263823402 4.44054390330608
"763" 0.1 0.08 0.16 0.18 0.03 8.84166345681308 7.75777119898499
"765" -0.16 0.08 0.06 -0.14 0.11 4.03007079387429 4.30781290828325
"766" 0.05 -0.03 -0.05 -0.11 0.09 6.14591773034575 5.49325517669099
"769" -0.01 0.19 0.09 -0.03 0.11 6.40093506355512 6.25857639366129
"770" -0.19 -0.01 0.12 0.02 -0.12 3.7136899148614 4.11248815914114
"772" -0.06 -0.14 0.05 0.02 0.12 5.15745992110401 4.70673153613017
"773" 0.04 -0.08 -0.06 0.04 -0.3 5.36492714739206 5.10391994253099
"776" -0.19 0.17 -0.03 0.04 0 4.26622747014836 4.72563390341767
"777" 0.06 -0.2 0.08 -0.32 0.11 5.2507006335587 4.75453970814155
"779" -0.07 0.03 -0.05 0.02 0.03 5.36519279044749 5.16510124337166
"780" -0.04 0.09 -0.08 -0.1 0.06 5.23210561967885 5.23105811660877
"781" -0.01 -0.07 0.04 -0.08 0.03 5.1763205780393 4.84990778709416
"782" 0.14 -0.01 0 -0.04 -0.04 7.14606383402623 6.45205116894575
"783" 0.04 -0.06 0.04 0.02 -0.06 6.00459562485888 5.38564323530533
"784" -0.25 -0.02 -0.06 -0.03 0.01 3.01425174992364 3.62716435104978
"785" 0 -0.14 0.12 -0.07 0.01 5.19385301969744 4.72562340153453
"786" 0.01 -0.06 -0.04 0.01 0.22 6.43228094409542 5.37300110396848
"787" 0.02 0.01 0.11 -0.25 -0.2 4.36132768399103 4.60194084165345
"788" -0.28 0 0.23 -0.06 -0.01 2.33845581691881 3.32076223464086
"789" -0.05 -0.01 0.16 -0.02 0.18 5.5814262375646 5.07347267924146
"790" 0.14 0.04 0.08 -0.15 -0.07 6.54278845515281 6.23533064265756
"791" 0 0.17 0.02 0.08 -0.12 6.20993770670351 6.30827266741153
"792" 0.01 0.02 -0.03 -0.03 0.06 5.89594761518947 5.36879068174033
"793" -0.16 0.19 -0.02 -0.02 0.14 4.78290321295276 5.00252406025376
"795" -0.16 -0.1 0.09 0.02 -0.02 4.08426197718126 4.12223447262036
"796" 0.03 -0.15 0 -0.02 0.21 6.48142490934931 5.27530098504196
"797" -0.06 0.01 -0.15 -0.1 -0.1 4.44128624367438 4.59082458632703
"798" -0.07 0.11 0.22 -0.16 -0.03 4.49866514364648 4.82228439173548
"799" -0.05 0.19 -0.06 -0.05 0.01 5.53228227231071 5.6896850308475
"800" 0.03 0.19 -0.06 -0.05 0.12 6.89157778692771 6.78193146417446
"801" 0.08 -0.13 -0.15 -0.04 -0.25 5.55140857230141 5.10583016476553
"802" 0.01 -0.02 0.06 -0.07 0.14 5.93021556933948 5.28516346694514
"803" -0.01 0.04 -0.07 -0.05 0.17 6.03142557345695 5.39763099448877
